Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2019,1,In,199
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2020,1,In,209
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2021,1,In,188
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2022,1,In,198
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2008,1,New,23
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2009,1,In,93
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2010,1,In,93
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2011,1,In,104
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2012,1,In,141
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2013,1,In,144
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2014,1,In,157
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2015,1,In,166
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2016,1,In,169
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2017,1,In,181
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2018,1,In,190
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2019,1,In,200
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2020,1,In,210
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2021,1,In,189
xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,2022,1,In,199
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2012,1,New,23
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2013,1,In,145
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2014,1,In,158
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2015,1,In,167
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2016,0,Exit,28
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2018,1,New,34
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2019,1,In,201
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2020,1,In,211
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2021,1,In,190
xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,2022,0,Exit,19
y-3 yohji yamamoto,Contemporary,18,1,2002,22,22,20 to 50 Years,2005,1,New,28
y-3 yohji yamamoto,Contemporary,18,1,2002,22,22,20 to 50 Years,2006,0,Exit,6
yigal azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,2004,1,In,55
yigal azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,2005,1,In,52
yigal azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,2006,0,Exit,7
yigal azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,2012,1,New,24
yigal azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,2013,0,Exit,20
yuzefi,Contemporary,4,3,2015,9,9,5 to 10 Years,2019,1,New,40
yuzefi,Contemporary,4,3,2015,9,9,5 to 10 Years,2020,1,In,212
yuzefi,Contemporary,4,3,2015,9,9,5 to 10 Years,2021,0,Exit,51
yuzefi,Contemporary,4,3,2015,9,9,5 to 10 Years,2022,1,New,53
yves saint laurent rive gauche,Contemporary,19,1,1966,58,58,50 to 100 Years,2004,1,In,56
yves saint laurent rive gauche,Contemporary,19,1,1966,58,58,50 to 100 Years,2005,0,Exit,4
yves salomon,Contemporary,2,2,1920,104,104,100 to 200 Years,2021,1,New,29
yves salomon,Contemporary,2,2,1920,104,104,100 to 200 Years,2022,1,In,200
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2013,1,New,23
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2014,1,In,161
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2015,1,In,169
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2016,1,In,171
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2017,1,In,183
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2018,1,In,192
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2019,1,In,203
zac zac posen,Contemporary,10,7,2013,11,11,10 to 20 Years,2020,0,Exit,28
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2015,1,New,31
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2016,1,In,172
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2017,1,In,184
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2018,1,In,193
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2019,1,In,204
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2020,1,In,214
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2021,1,In,191
zadig & voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,2022,1,In,201
zhivago,Contemporary,2,2,2012,12,12,10 to 20 Years,2021,1,New,30
zhivago,Contemporary,2,2,2012,12,12,10 to 20 Years,2022,1,In,202
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2010,1,New,28
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2011,0,Exit,17
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2012,1,New,25
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2013,0,Exit,21
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2014,1,New,29
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2015,1,In,170
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2016,1,In,173
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2017,1,In,185
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2018,1,In,194
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2019,1,In,205
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2020,1,In,215
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2021,1,In,192
zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,2022,1,In,203
alaia,Luxury,5,1,1980,44,44,20 to 50 Years,2018,1,New,1
alaia,Luxury,5,1,1980,44,44,20 to 50 Years,2019,0,Exit,3
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2004,1,In,1
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2005,1,In,1
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2006,1,In,1
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2007,0,Exit,2
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2008,1,New,1
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2009,1,In,4
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2010,1,In,4
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2011,0,Exit,1
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2012,1,New,3
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2013,0,Exit,3
alberta ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,2022,1,New,2
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2006,1,New,2
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2007,1,In,1
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2008,1,In,4
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2009,1,In,5
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2010,1,In,5
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2011,1,In,5
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2012,1,In,5
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2013,1,In,5
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2014,1,In,6
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2015,1,In,7
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2016,1,In,7
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2017,1,In,8
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2018,1,In,10
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2019,1,In,8
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2020,1,In,8
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2021,1,In,10
alexander mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,2022,1,In,11
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2004,1,In,3
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2005,1,In,3
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2006,1,In,4
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2007,1,In,3
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2008,1,In,6
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2009,1,In,8
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2010,1,In,8
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2011,1,In,8
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2012,1,In,9
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2013,1,In,11
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2014,1,In,14
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2015,1,In,16
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2016,1,In,17
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2017,1,In,18
armani collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,2018,0,Exit,3
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2012,1,New,6
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2013,1,In,14
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2014,1,In,17
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2015,1,In,19
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2016,1,In,20
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2017,1,In,21
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2018,1,In,21
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2019,1,In,20
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2020,1,In,21
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2021,1,In,24
balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,2022,1,In,26
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2011,1,New,5
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2012,1,In,12
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2013,0,Exit,4
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2014,1,New,4
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2015,1,In,20
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2016,1,In,21
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2017,1,In,22
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2018,1,In,22
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2019,1,In,21
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2020,1,In,22
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2021,1,In,25
balmain,Luxury,12,11,1945,79,79,50 to 100 Years,2022,1,In,28
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2004,1,In,5
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2005,1,In,5
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2006,1,In,7
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2007,1,In,6
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2008,1,In,9
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2009,1,In,12
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2010,1,In,11
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2011,1,In,10
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2012,1,In,14
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2013,1,In,16
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2014,1,In,20
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2015,1,In,23
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2016,1,In,24
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2017,1,In,24
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2018,1,In,27
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2019,1,In,27
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2020,1,In,28
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2021,1,In,30
bottega veneta,Luxury,19,19,1966,58,58,50 to 100 Years,2022,1,In,34
boutique moschino,Luxury,6,2,1983,41,41,20 to 50 Years,2017,1,New,7
boutique moschino,Luxury,6,2,1983,41,41,20 to 50 Years,2018,1,In,28
boutique moschino,Luxury,6,2,1983,41,41,20 to 50 Years,2019,0,Exit,5
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2010,1,New,3
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2011,1,In,12
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2012,1,In,16
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2013,1,In,18
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2014,1,In,22
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2015,1,In,24
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2016,1,In,25
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2017,1,In,26
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2018,1,In,31
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2019,1,In,30
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2020,1,In,31
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2021,1,In,33
brunello cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,2022,1,In,36
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2004,1,In,6
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2005,1,In,6
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2006,1,In,8
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2007,1,In,8
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2008,1,In,10
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2009,1,In,13
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2010,1,In,12
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2011,1,In,13
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2012,1,In,17
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2013,1,In,19
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2014,1,In,23
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2015,1,In,25
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2016,1,In,26
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2017,1,In,27
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2018,1,In,32
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2019,1,In,31
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2020,1,In,32
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2021,1,In,34
burberry,Luxury,19,19,1856,168,168,100 to 200 Years,2022,1,In,37
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2007,1,New,5
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2008,1,In,11
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2009,1,In,14
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2010,1,In,13
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2011,1,In,14
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2012,1,In,18
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2013,1,In,20
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2014,1,In,25
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2015,1,In,28
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2016,1,In,29
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2017,1,In,30
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2018,1,In,36
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2019,1,In,35
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2020,1,In,35
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2021,1,In,38
carolina herrera,Luxury,16,16,1980,44,44,20 to 50 Years,2022,1,In,41
celine,Luxury,18,3,1945,79,79,50 to 100 Years,2005,1,New,3
celine,Luxury,18,3,1945,79,79,50 to 100 Years,2006,1,In,9
celine,Luxury,18,3,1945,79,79,50 to 100 Years,2007,1,In,9
celine,Luxury,18,3,1945,79,79,50 to 100 Years,2008,0,Exit,3
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2017,1,New,11
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2018,1,In,38
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2019,1,In,37
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2020,1,In,37
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2021,1,In,39
chanel,Luxury,6,6,1910,114,114,100 to 200 Years,2022,1,In,42
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2004,1,In,7
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2005,1,In,7
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2006,1,In,10
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2007,1,In,10
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2008,1,In,12
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2009,1,In,15
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2010,1,In,14
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2011,1,In,15
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2012,1,In,21
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2013,1,In,23
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2014,1,In,28
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2015,1,In,30
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2016,1,In,31
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2017,1,In,31
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2018,1,In,40
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2019,1,In,39
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2020,1,In,39
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2021,1,In,41
chloe,Luxury,19,19,1952,72,72,50 to 100 Years,2022,1,In,44
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2004,1,In,8
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2005,1,In,8
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2006,1,In,11
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2007,0,Exit,7
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2008,1,New,5
christian lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,2009,0,Exit,2
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2004,1,In,9
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2005,1,In,9
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2006,1,In,12
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2007,1,In,11
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2008,1,In,13
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2009,1,In,16
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2010,1,In,15
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2011,1,In,16
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2012,1,In,22
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2013,1,In,24
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2014,1,In,29
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2015,1,In,31
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2016,1,In,32
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2017,1,In,32
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2018,1,In,41
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2019,1,In,40
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2020,1,In,40
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2021,1,In,42
christian louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,2022,1,In,45
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2005,1,New,6
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2006,1,In,16
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2007,1,In,14
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2008,1,In,15
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2009,1,In,19
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2010,1,In,19
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2011,1,In,20
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2012,1,In,26
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2013,0,Exit,7
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2019,1,New,7
dior,Luxury,18,9,1946,78,78,50 to 100 Years,2020,0,Exit,7
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2004,1,In,11
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2005,1,In,11
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2006,1,In,17
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2007,1,In,15
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2008,1,In,16
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2009,1,In,20
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2010,1,In,20
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2011,1,In,21
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2012,1,In,27
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2013,1,In,28
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2014,1,In,33
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2015,1,In,38
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2016,1,In,38
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2017,1,In,40
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2018,1,In,48
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2019,1,In,48
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2020,1,In,48
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2021,1,In,48
dolce & gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,2022,1,In,51
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2004,1,In,15
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2005,1,In,15
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2006,1,In,22
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2007,1,In,19
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2008,1,In,20
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2009,1,In,26
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2010,1,In,25
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2011,1,In,26
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2012,1,In,34
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2013,1,In,35
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2014,1,In,39
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2015,1,In,44
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2016,1,In,43
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2017,1,In,45
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2018,1,In,54
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2019,1,In,53
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2020,1,In,53
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2021,1,In,52
emilio pucci,Luxury,19,19,1947,77,77,50 to 100 Years,2022,1,In,54
etro,Luxury,19,19,1968,56,56,50 to 100 Years,2004,1,In,17
