Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Listed?,Status,Rank,Year,Relative Age,Relative Age Group
Red Valentino,Contemporary,14,8,2003,21,21,20 to 50 Years,1,Existing,79,2011,8,5 to 10 Years
Rene Caovilla,Premium,18,15,2004,20,20,10 to 20 Years,1,Existing,80,2011,7,5 to 10 Years
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,Existing,81,2011,32,5 to 10 Years
Robert Clergerie,Premium,19,11,2007,17,17,10 to 20 Years,1,Existing,82,2011,4,5 to 10 Years
Robert Rodriguez,Contemporary,18,12,2003,21,21,20 to 50 Years,1,Existing,83,2011,8,5 to 10 Years
Roberto Cavalli,Premium,19,16,1927,97,97,50 to 100 Years,1,Existing,84,2011,84,5 to 10 Years
Salvatore Ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,1,Existing,85,2011,84,5 to 10 Years
See By Chloe,Contemporary,17,17,2001,23,23,20 to 50 Years,1,Existing,86,2011,10,5 to 10 Years
Sergio Rossi,Premium,14,7,2008,16,16,10 to 20 Years,1,Existing,87,2011,3,5 to 10 Years
Shoshanna,Contemporary,18,18,1998,26,26,20 to 50 Years,1,Existing,88,2011,13,5 to 10 Years
St. John,Contemporary,18,16,1962,62,62,50 to 100 Years,1,Existing,89,2011,49,5 to 10 Years
Stella Mccartney,Premium,17,17,1970,54,54,50 to 100 Years,1,Existing,90,2011,41,5 to 10 Years
Stuart Weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,1,Existing,91,2011,25,5 to 10 Years
Tadashi Shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,1,Existing,92,2011,29,5 to 10 Years
Temperley London,Premium,17,6,2008,16,16,10 to 20 Years,1,Existing,93,2011,3,5 to 10 Years
Thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,1,Existing,94,2011,7,5 to 10 Years
Theory,Contemporary,19,19,1997,27,27,20 to 50 Years,1,Existing,95,2011,14,5 to 10 Years
Tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,1,Existing,96,2011,14,5 to 10 Years
Tory Burch,Contemporary,17,17,2004,20,20,10 to 20 Years,1,Existing,97,2011,7,5 to 10 Years
Valentino,Luxury,19,19,1960,64,64,50 to 100 Years,1,Existing,98,2011,51,5 to 10 Years
Vera Wang,Contemporary,18,9,1990,34,34,20 to 50 Years,1,Existing,99,2011,21,5 to 10 Years
Versace,Luxury,17,17,1978,46,46,20 to 50 Years,1,Existing,100,2011,33,5 to 10 Years
Vince,Contemporary,19,19,2002,22,22,20 to 50 Years,1,Existing,101,2011,9,5 to 10 Years
What Goes Around Comes Around,Luxury,13,3,1993,31,31,20 to 50 Years,1,Existing,102,2011,18,5 to 10 Years
Wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,1,Existing,103,2011,61,5 to 10 Years
Xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,1,Existing,104,2011,15,5 to 10 Years
Yves Saint Laurent,Luxury,18,10,1961,63,63,50 to 100 Years,1,Existing,105,2011,50,5 to 10 Years
Zac Posen,Premium,19,17,1998,26,26,20 to 50 Years,1,Existing,106,2011,13,5 to 10 Years
3.1 Phillip Lim,Contemporary,16,16,2005,19,19,10 to 20 Years,1,Existing,1,2012,7,5 to 10 Years
Adidas By Stella Mccartney,Contemporary,13,10,2005,19,19,10 to 20 Years,1,Existing,2,2012,7,5 to 10 Years
Akris,Premium,16,16,2002,22,22,20 to 50 Years,1,Existing,3,2012,10,5 to 10 Years
Akris Punto,Contemporary,16,16,1995,29,29,20 to 50 Years,1,Existing,4,2012,17,5 to 10 Years
Alexander Mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,1,Existing,5,2012,20,5 to 10 Years
Alexander Wang,Contemporary,12,10,2005,19,19,10 to 20 Years,1,Existing,6,2012,7,5 to 10 Years
Alexandre Birman,Premium,12,11,2008,16,16,10 to 20 Years,1,Existing,7,2012,4,5 to 10 Years
Alice + Olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,1,Existing,8,2012,10,5 to 10 Years
Armani Collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,1,Existing,9,2012,33,5 to 10 Years
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,Existing,10,2012,24,5 to 10 Years
Bailey 44,Contemporary,12,12,2006,18,18,10 to 20 Years,1,Existing,11,2012,6,5 to 10 Years
Balmain,Luxury,12,11,1945,79,79,50 to 100 Years,1,Existing,12,2012,67,5 to 10 Years
Blumarine,Contemporary,19,9,1977,47,47,20 to 50 Years,1,Existing,13,2012,35,5 to 10 Years
Bottega Veneta,Luxury,19,19,1966,58,58,50 to 100 Years,1,Existing,14,2012,46,5 to 10 Years
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,Existing,15,2012,61,5 to 10 Years
Brunello Cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,1,Existing,16,2012,34,5 to 10 Years
Burberry,Luxury,19,19,1856,168,168,100 to 200 Years,1,Existing,17,2012,156,5 to 10 Years
Carolina Herrera,Luxury,16,16,1980,44,44,20 to 50 Years,1,Existing,18,2012,32,5 to 10 Years
Casadei,Premium,12,4,2009,15,15,10 to 20 Years,1,Existing,19,2012,3,5 to 10 Years
Charlotte Olympia,Premium,12,6,2009,15,15,10 to 20 Years,1,Existing,20,2012,3,5 to 10 Years
Chloe,Luxury,19,19,1952,72,72,50 to 100 Years,1,Existing,21,2012,60,5 to 10 Years
Christian Louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,1,Existing,22,2012,21,5 to 10 Years
Current/Elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,1,Existing,23,2012,4,5 to 10 Years
Derek Lam,Premium,18,16,1978,46,46,20 to 50 Years,1,Existing,24,2012,34,5 to 10 Years
Diane Von Furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,1,Existing,25,2012,40,5 to 10 Years
Dior,Luxury,18,9,1946,78,78,50 to 100 Years,1,Existing,26,2012,66,5 to 10 Years
Dolce & Gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,1,Existing,27,2012,27,5 to 10 Years
Donna Karan,Contemporary,15,9,1984,40,40,20 to 50 Years,1,Existing,28,2012,28,5 to 10 Years
Dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,1,Existing,29,2012,17,5 to 10 Years
Eileen Fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,1,Existing,30,2012,28,5 to 10 Years
Elie Saab,Contemporary,12,9,1982,42,42,20 to 50 Years,1,Existing,31,2012,30,5 to 10 Years
Elie Tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,1,Existing,32,2012,38,5 to 10 Years
Elizabeth And James,Contemporary,15,12,2007,17,17,10 to 20 Years,1,Existing,33,2012,5,5 to 10 Years
Emilio Pucci,Luxury,19,19,1947,77,77,50 to 100 Years,1,Existing,34,2012,65,5 to 10 Years
Equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,1,Existing,35,2012,36,5 to 10 Years
Erdem,Premium,13,13,1968,56,56,50 to 100 Years,1,Existing,36,2012,44,5 to 10 Years
Escada,Premium,17,16,1922,102,102,100 to 200 Years,1,Existing,37,2012,90,5 to 10 Years
Eskandar,Premium,19,17,2001,23,23,20 to 50 Years,1,Existing,38,2012,11,5 to 10 Years
Etro,Luxury,19,19,1968,56,56,50 to 100 Years,1,Existing,39,2012,44,5 to 10 Years
Fendi,Luxury,19,19,1925,99,99,50 to 100 Years,1,Existing,40,2012,87,5 to 10 Years
Ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,1,Existing,41,2012,9,5 to 10 Years
Giambattista Valli,Luxury,12,7,2005,19,19,10 to 20 Years,1,Existing,42,2012,7,5 to 10 Years
Giorgio Armani,Luxury,17,17,1975,49,49,20 to 50 Years,1,Existing,43,2012,37,5 to 10 Years
Giuseppe Zanotti,Premium,19,19,1994,30,30,20 to 50 Years,1,Existing,44,2012,18,5 to 10 Years
Gucci,Luxury,19,18,1921,103,103,100 to 200 Years,1,Existing,45,2012,91,5 to 10 Years
Halston Heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,1,Existing,46,2012,3,5 to 10 Years
Helmut Lang,Contemporary,13,13,1986,38,38,20 to 50 Years,1,Existing,47,2012,26,5 to 10 Years
Herve Leger,Contemporary,13,13,1985,39,39,20 to 50 Years,1,Existing,48,2012,27,5 to 10 Years
Hudson,Contemporary,14,14,2002,22,22,20 to 50 Years,1,Existing,49,2012,10,5 to 10 Years
Hunter Boot,Contemporary,12,6,1856,168,168,100 to 200 Years,1,Existing,50,2012,156,5 to 10 Years
Issa London,Contemporary,15,4,2006,18,18,10 to 20 Years,1,Existing,51,2012,6,5 to 10 Years
J Brand Jeans,Contemporary,16,8,2004,20,20,10 to 20 Years,1,Existing,52,2012,8,5 to 10 Years
J. Mendel,Luxury,12,6,1870,154,154,100 to 200 Years,1,Existing,53,2012,142,5 to 10 Years
Jason Wu,Premium,13,11,2003,21,21,20 to 50 Years,1,Existing,54,2012,9,5 to 10 Years
Jay Godfrey,Contemporary,15,9,2006,18,18,10 to 20 Years,1,Existing,55,2012,6,5 to 10 Years
Jean Paul Gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,1,Existing,56,2012,30,5 to 10 Years
Jil Sander,Premium,14,12,1998,26,26,20 to 50 Years,1,Existing,57,2012,14,5 to 10 Years
Jimmy Choo,Luxury,16,16,1996,28,28,20 to 50 Years,1,Existing,58,2012,16,5 to 10 Years
Johnny Was,Contemporary,15,15,1987,37,37,20 to 50 Years,1,Existing,59,2012,25,5 to 10 Years
Judith Leiber,Premium,19,9,1963,61,178,50 to 100 Years,1,Existing,60,2012,49,5 to 10 Years
Just Cavalli,Contemporary,19,16,1998,26,26,20 to 50 Years,1,Existing,61,2012,14,5 to 10 Years
Kotur,Contemporary,12,5,2004,20,20,10 to 20 Years,1,Existing,62,2012,8,5 to 10 Years
La Perla,Contemporary,18,18,1954,70,70,50 to 100 Years,1,Existing,63,2012,58,5 to 10 Years
Lafayette 148 New York,Contemporary,17,17,1996,28,28,20 to 50 Years,1,Existing,64,2012,16,5 to 10 Years
Lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,1,Existing,65,2012,123,5 to 10 Years
Lela Rose,Contemporary,16,16,1998,26,26,20 to 50 Years,1,Existing,66,2012,14,5 to 10 Years
Loeffler Randall,Contemporary,17,15,2005,19,19,10 to 20 Years,1,Existing,67,2012,7,5 to 10 Years
Loro Piana,Luxury,17,17,1924,100,100,50 to 100 Years,1,Existing,68,2012,88,5 to 10 Years
M Missoni,Contemporary,18,16,1998,26,26,20 to 50 Years,1,Existing,69,2012,14,5 to 10 Years
Magaschoni,Contemporary,15,9,1989,35,35,20 to 50 Years,1,Existing,70,2012,23,5 to 10 Years
Maison Martin Margiela,Luxury,12,4,1988,36,36,20 to 50 Years,1,Existing,71,2012,24,5 to 10 Years
Manolo Blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,1,Existing,72,2012,42,5 to 10 Years
Marc By Marc Jacobs,Contemporary,17,10,2000,24,24,20 to 50 Years,1,Existing,73,2012,12,5 to 10 Years
Marc Jacobs,Premium,19,18,1984,40,40,20 to 50 Years,1,Existing,74,2012,28,5 to 10 Years
Marchesa Couture,Luxury,12,2,2004,20,20,10 to 20 Years,1,Existing,75,2012,8,5 to 10 Years
Mary Katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,1,Existing,76,2012,24,5 to 10 Years
Mcq Alexander Mcqueen,Contemporary,12,10,2005,19,19,10 to 20 Years,1,Existing,77,2012,7,5 to 10 Years
Michael Kors,Contemporary,19,12,1981,43,43,20 to 50 Years,1,Existing,78,2012,31,5 to 10 Years
Michael Michael Kors,Contemporary,12,12,2004,20,20,10 to 20 Years,1,Existing,79,2012,8,5 to 10 Years
Milly,Contemporary,19,19,2001,23,23,20 to 50 Years,1,Existing,80,2012,11,5 to 10 Years
Missoni,Luxury,18,18,1953,71,71,50 to 100 Years,1,Existing,81,2012,59,5 to 10 Years
Miu Miu,Premium,19,18,1993,31,31,20 to 50 Years,1,Existing,82,2012,19,5 to 10 Years
Ml Monique Lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,1,Existing,83,2012,16,5 to 10 Years
Moncler,Luxury,13,13,1952,72,72,50 to 100 Years,1,Existing,84,2012,60,5 to 10 Years
Monique Lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,1,Existing,85,2012,16,5 to 10 Years
Mother Denim,Contemporary,12,4,2010,14,14,10 to 20 Years,1,Existing,86,2012,2,5 to 10 Years
Mugler,Premium,12,4,1958,66,66,50 to 100 Years,1,Existing,87,2012,54,5 to 10 Years
Naeem Khan,Premium,12,11,2008,16,16,10 to 20 Years,1,Existing,88,2012,4,5 to 10 Years
Nancy Gonzalez,Premium,18,17,2001,23,23,20 to 50 Years,1,Existing,89,2012,11,5 to 10 Years
Narciso Rodriguez,Premium,19,15,1938,86,86,50 to 100 Years,1,Existing,90,2012,74,5 to 10 Years
Neiman Marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,1,Existing,91,2012,105,5 to 10 Years
Nicholas Kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,1,Existing,92,2012,7,5 to 10 Years
Nicole Miller,Contemporary,18,13,1982,42,42,20 to 50 Years,1,Existing,93,2012,30,5 to 10 Years
Nina Ricci,Luxury,15,12,1932,92,92,50 to 100 Years,1,Existing,94,2012,80,5 to 10 Years
Not Your Daughter'S Jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,1,Existing,95,2012,9,5 to 10 Years
Oscar De La Renta,Luxury,18,18,1965,59,59,50 to 100 Years,1,Existing,96,2012,47,5 to 10 Years
Pamella Roland,Contemporary,12,12,2002,22,22,20 to 50 Years,1,Existing,97,2012,10,5 to 10 Years
Parker,Contemporary,13,12,2008,16,16,10 to 20 Years,1,Existing,98,2012,4,5 to 10 Years
Pedro Garcia,Contemporary,15,15,1925,99,99,50 to 100 Years,1,Existing,99,2012,87,5 to 10 Years
Philosophy Di Alberta Ferretti,Premium,18,7,2001,23,23,20 to 50 Years,1,Existing,100,2012,11,5 to 10 Years
Piazza Sempione,Contemporary,19,19,1991,33,33,20 to 50 Years,1,Existing,101,2012,21,5 to 10 Years
Prada,Luxury,19,19,1913,111,111,100 to 200 Years,1,Existing,102,2012,99,5 to 10 Years
Proenza Schouler,Premium,16,16,1997,27,27,20 to 50 Years,1,Existing,103,2012,15,5 to 10 Years
Rachel Zoe,Contemporary,12,9,2011,13,13,10 to 20 Years,1,Existing,104,2012,1,5 to 10 Years
Rag & Bone,Contemporary,15,14,2002,22,22,20 to 50 Years,1,Existing,105,2012,10,5 to 10 Years
Rag & Bone/Jean,Contemporary,12,6,2002,22,22,20 to 50 Years,1,Existing,106,2012,10,5 to 10 Years
Rebecca Taylor,Contemporary,17,17,1996,28,28,20 to 50 Years,1,Existing,107,2012,16,5 to 10 Years
Red Valentino,Contemporary,14,8,2003,21,21,20 to 50 Years,1,Existing,108,2012,9,5 to 10 Years
Rene Caovilla,Premium,18,15,2004,20,20,10 to 20 Years,1,Existing,109,2012,8,5 to 10 Years
Rick Owens,Premium,12,5,2014,10,10,5 to 10 Years,1,Existing,110,2012,-2,Over 200 Years
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,Existing,111,2012,33,5 to 10 Years
Robert Clergerie,Premium,19,11,2007,17,17,10 to 20 Years,1,Existing,112,2012,5,5 to 10 Years
Robert Rodriguez,Contemporary,18,12,2003,21,21,20 to 50 Years,1,Existing,113,2012,9,5 to 10 Years
Roberto Cavalli,Premium,19,16,1927,97,97,50 to 100 Years,1,Existing,114,2012,85,5 to 10 Years
Rochas,Premium,12,2,2003,21,21,20 to 50 Years,1,Existing,115,2012,9,5 to 10 Years
Roland Mouret,Premium,12,12,1981,43,43,20 to 50 Years,1,Existing,116,2012,31,5 to 10 Years
Salvatore Ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,1,Existing,117,2012,85,5 to 10 Years
See By Chloe,Contemporary,17,17,2001,23,23,20 to 50 Years,1,Existing,118,2012,11,5 to 10 Years
Sergio Rossi,Premium,14,7,2008,16,16,10 to 20 Years,1,Existing,119,2012,4,5 to 10 Years
Shoshanna,Contemporary,18,18,1998,26,26,20 to 50 Years,1,Existing,120,2012,14,5 to 10 Years
Smythe,Contemporary,12,11,2004,20,20,10 to 20 Years,1,Existing,121,2012,8,5 to 10 Years
St. John,Contemporary,18,16,1962,62,62,50 to 100 Years,1,Existing,122,2012,50,5 to 10 Years
Stella Mccartney,Premium,17,17,1970,54,54,50 to 100 Years,1,Existing,123,2012,42,5 to 10 Years
Stuart Weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,1,Existing,124,2012,26,5 to 10 Years
T By Alexander Wang,Contemporary,12,8,2009,15,15,10 to 20 Years,1,Existing,125,2012,3,5 to 10 Years
Tadashi Shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,1,Existing,126,2012,30,5 to 10 Years
Thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,1,Existing,127,2012,8,5 to 10 Years
Thakoon Addition,Contemporary,12,5,2012,12,12,10 to 20 Years,1,Existing,128,2012,0,5 to 10 Years
Theia,Contemporary,12,12,2009,15,15,10 to 20 Years,1,Existing,129,2012,3,5 to 10 Years
Theory,Contemporary,19,19,1997,27,27,20 to 50 Years,1,Existing,130,2012,15,5 to 10 Years
Theyskens' Theory,Contemporary,12,4,1997,27,27,20 to 50 Years,1,Existing,131,2012,15,5 to 10 Years
Tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,1,Existing,132,2012,15,5 to 10 Years
Tory Burch,Contemporary,17,17,2004,20,20,10 to 20 Years,1,Existing,133,2012,8,5 to 10 Years
Tracy Reese,Contemporary,18,10,1998,26,26,20 to 50 Years,1,Existing,134,2012,14,5 to 10 Years
Valentino,Luxury,19,19,1960,64,64,50 to 100 Years,1,Existing,135,2012,52,5 to 10 Years
Vera Wang,Contemporary,18,9,1990,34,34,20 to 50 Years,1,Existing,136,2012,22,5 to 10 Years
Versace,Luxury,17,17,1978,46,46,20 to 50 Years,1,Existing,137,2012,34,5 to 10 Years
Vince,Contemporary,19,19,2002,22,22,20 to 50 Years,1,Existing,138,2012,10,5 to 10 Years
What Goes Around Comes Around,Luxury,13,3,1993,31,31,20 to 50 Years,1,Existing,139,2012,19,5 to 10 Years
Wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,1,Existing,140,2012,62,5 to 10 Years
Xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,1,Existing,141,2012,16,5 to 10 Years
Yves Saint Laurent,Luxury,18,10,1961,63,63,50 to 100 Years,1,Existing,142,2012,51,5 to 10 Years
Zac Posen,Premium,19,17,1998,26,26,20 to 50 Years,1,Existing,143,2012,14,5 to 10 Years
10 Crosby Derek Lam,Contemporary,11,3,2011,13,13,10 to 20 Years,1,Existing,1,2013,2,5 to 10 Years
3.1 Phillip Lim,Contemporary,16,16,2005,19,19,10 to 20 Years,1,Existing,2,2013,8,5 to 10 Years
Akris,Premium,16,16,2002,22,22,20 to 50 Years,1,Existing,3,2013,11,5 to 10 Years
Akris Punto,Contemporary,16,16,1995,29,29,20 to 50 Years,1,Existing,4,2013,18,5 to 10 Years
Alexander Mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,1,Existing,5,2013,21,5 to 10 Years
Alexander Wang,Contemporary,12,10,2005,19,19,10 to 20 Years,1,Existing,6,2013,8,5 to 10 Years
Alexandre Birman,Premium,12,11,2008,16,16,10 to 20 Years,1,Existing,7,2013,5,5 to 10 Years
Alice + Olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,1,Existing,8,2013,11,5 to 10 Years
Altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,1,Existing,9,2013,19,5 to 10 Years
Amanda Uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,1,Existing,10,2013,10,5 to 10 Years
Armani Collezioni,Luxury,19,14,1979,45,45,20 to 50 Years,1,Existing,11,2013,34,5 to 10 Years
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,Existing,12,2013,25,5 to 10 Years
Bailey 44,Contemporary,12,12,2006,18,18,10 to 20 Years,1,Existing,13,2013,7,5 to 10 Years
Balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,1,Existing,14,2013,96,5 to 10 Years
Black Halo,Contemporary,15,14,2002,22,22,20 to 50 Years,1,Existing,15,2013,11,5 to 10 Years
Bottega Veneta,Luxury,19,19,1966,58,58,50 to 100 Years,1,Existing,16,2013,47,5 to 10 Years
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,Existing,17,2013,62,5 to 10 Years
Brunello Cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,1,Existing,18,2013,35,5 to 10 Years
Burberry,Luxury,19,19,1856,168,168,100 to 200 Years,1,Existing,19,2013,157,5 to 10 Years
Carolina Herrera,Luxury,16,16,1980,44,44,20 to 50 Years,1,Existing,20,2013,33,5 to 10 Years
Casadei,Premium,12,4,2009,15,15,10 to 20 Years,1,Existing,21,2013,4,5 to 10 Years
Charlotte Olympia,Premium,12,6,2009,15,15,10 to 20 Years,1,Existing,22,2013,4,5 to 10 Years
Chloe,Luxury,19,19,1952,72,72,50 to 100 Years,1,Existing,23,2013,61,5 to 10 Years
Christian Louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,1,Existing,24,2013,22,5 to 10 Years
Current/Elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,1,Existing,25,2013,5,5 to 10 Years
Derek Lam,Premium,18,16,1978,46,46,20 to 50 Years,1,Existing,26,2013,35,5 to 10 Years
Diane Von Furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,1,Existing,27,2013,41,5 to 10 Years
Dolce & Gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,1,Existing,28,2013,28,5 to 10 Years
Donna Karan,Contemporary,15,9,1984,40,40,20 to 50 Years,1,Existing,29,2013,29,5 to 10 Years
Dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,1,Existing,30,2013,18,5 to 10 Years
Eileen Fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,1,Existing,31,2013,29,5 to 10 Years
Elie Saab,Contemporary,12,9,1982,42,42,20 to 50 Years,1,Existing,32,2013,31,5 to 10 Years
Elie Tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,1,Existing,33,2013,39,5 to 10 Years
Elizabeth And James,Contemporary,15,12,2007,17,17,10 to 20 Years,1,Existing,34,2013,6,5 to 10 Years
Emilio Pucci,Luxury,19,19,1947,77,77,50 to 100 Years,1,Existing,35,2013,66,5 to 10 Years
Equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,1,Existing,36,2013,37,5 to 10 Years
Erdem,Premium,13,13,1968,56,56,50 to 100 Years,1,Existing,37,2013,45,5 to 10 Years
Escada,Premium,17,16,1922,102,102,100 to 200 Years,1,Existing,38,2013,91,5 to 10 Years
Eskandar,Premium,19,17,2001,23,23,20 to 50 Years,1,Existing,39,2013,12,5 to 10 Years
Etro,Luxury,19,19,1968,56,56,50 to 100 Years,1,Existing,40,2013,45,5 to 10 Years
Fendi,Luxury,19,19,1925,99,99,50 to 100 Years,1,Existing,41,2013,88,5 to 10 Years
Ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,1,Existing,42,2013,10,5 to 10 Years
Fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,1,Existing,43,2013,59,5 to 10 Years
Giambattista Valli,Luxury,12,7,2005,19,19,10 to 20 Years,1,Existing,44,2013,8,5 to 10 Years
Giorgio Armani,Luxury,17,17,1975,49,49,20 to 50 Years,1,Existing,45,2013,38,5 to 10 Years
Giuseppe Zanotti,Premium,19,19,1994,30,30,20 to 50 Years,1,Existing,46,2013,19,5 to 10 Years
Gucci,Luxury,19,18,1921,103,103,100 to 200 Years,1,Existing,47,2013,92,5 to 10 Years
Halston Heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,1,Existing,48,2013,4,5 to 10 Years
Helmut Lang,Contemporary,13,13,1986,38,38,20 to 50 Years,1,Existing,49,2013,27,5 to 10 Years
Herve Leger,Contemporary,13,13,1985,39,39,20 to 50 Years,1,Existing,50,2013,28,5 to 10 Years
Hudson,Contemporary,14,14,2002,22,22,20 to 50 Years,1,Existing,51,2013,11,5 to 10 Years
Hunter Boot,Contemporary,12,6,1856,168,168,100 to 200 Years,1,Existing,52,2013,157,5 to 10 Years
J Brand Jeans,Contemporary,16,8,2004,20,20,10 to 20 Years,1,Existing,53,2013,9,5 to 10 Years
J. Mendel,Luxury,12,6,1870,154,154,100 to 200 Years,1,Existing,54,2013,143,5 to 10 Years
Jason Wu,Premium,13,11,2003,21,21,20 to 50 Years,1,Existing,55,2013,10,5 to 10 Years
Jean Paul Gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,1,Existing,56,2013,31,5 to 10 Years
Jil Sander,Premium,14,12,1998,26,26,20 to 50 Years,1,Existing,57,2013,15,5 to 10 Years
Jimmy Choo,Luxury,16,16,1996,28,28,20 to 50 Years,1,Existing,58,2013,17,5 to 10 Years
Johnny Was,Contemporary,15,15,1987,37,37,20 to 50 Years,1,Existing,59,2013,26,5 to 10 Years
Judith Leiber,Premium,19,9,1963,61,178,50 to 100 Years,1,Existing,60,2013,50,5 to 10 Years
Just Cavalli,Contemporary,19,16,1998,26,26,20 to 50 Years,1,Existing,61,2013,15,5 to 10 Years
Kotur,Contemporary,12,5,2004,20,20,10 to 20 Years,1,Existing,62,2013,9,5 to 10 Years
La Perla,Contemporary,18,18,1954,70,70,50 to 100 Years,1,Existing,63,2013,59,5 to 10 Years
Lafayette 148 New York,Contemporary,17,17,1996,28,28,20 to 50 Years,1,Existing,64,2013,17,5 to 10 Years
Lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,1,Existing,65,2013,124,5 to 10 Years
Lela Rose,Contemporary,16,16,1998,26,26,20 to 50 Years,1,Existing,66,2013,15,5 to 10 Years
Loeffler Randall,Contemporary,17,15,2005,19,19,10 to 20 Years,1,Existing,67,2013,8,5 to 10 Years
Longchamp,Contemporary,11,10,1948,76,76,50 to 100 Years,1,Existing,68,2013,65,5 to 10 Years
Loro Piana,Luxury,17,17,1924,100,100,50 to 100 Years,1,Existing,69,2013,89,5 to 10 Years
M Missoni,Contemporary,18,16,1998,26,26,20 to 50 Years,1,Existing,70,2013,15,5 to 10 Years
Magaschoni,Contemporary,15,9,1989,35,35,20 to 50 Years,1,Existing,71,2013,24,5 to 10 Years
